"","date","incident_num","incident_type","city","state","zip","county","destroyed","major","minor","affected","injured","hospitalized","deceased","adults","children","families","assistance","verified","dispatched","responders_id","on_scene","departed"
"10866",2018-05-11,182580,"Fire","Oak Park","IL",60304,"Cook",2,0,1,0,0,0,0,5,1,3,1542,2018-05-11 11:32:00,2018-05-11 11:32:00,2018-05-11 11:42:00,2018-05-11 12:11:00,2018-05-11 14:33:00
"10867",2018-05-11,182581,"Fire","Morrison","IL",61270,"Whiteside",1,0,0,0,0,0,0,2,3,1,675,2018-05-11 15:21:00,2018-05-11 15:22:00,2018-05-11 15:25:00,2018-05-11 15:51:00,2018-05-11 16:58:00
"10868",2018-05-11,182582,"No response needed","Chicago","IL",60653,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10869",2018-05-11,182583,"No response needed","Downers Grove","IL",60516,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10870",2018-05-11,182584,"Fire","Chicago","IL",60644,"Cook",0,1,0,0,0,0,0,1,5,1,1170,2018-05-11 17:12:00,2018-05-11 17:13:00,2018-05-11 17:30:00,2018-05-11 18:00:00,2018-05-11 19:30:00
"10871",2018-05-11,182585,"Fire","Mount Prospect","IL",60056,"Cook",1,4,4,0,0,0,0,18,7,9,6907,2018-05-11 18:28:00,2018-05-11 18:29:00,2018-05-11 18:45:00,NA,2018-05-11 23:35:00
"10872",2018-05-11,182587,"No response needed","Mazon","IL",60444,"Grundy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10873",2018-05-12,182589,"No response needed","South Barrington","IL",60010,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10874",2018-05-12,182590,"No response needed","Chicago","IL",60654,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10875",2018-05-12,182591,"No response needed","Chicago","IL",60617,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10876",2018-05-12,182593,"No response needed","River Forest","IL",60305,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10877",2018-05-12,182594,"No response needed","Geneva","IL",60134,"Kane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10878",2018-05-12,182595,"Fire","Calumet City","IL",60409,"Cook",0,3,0,0,0,0,0,6,0,3,1590,2018-05-12 21:10:00,2018-05-12 21:11:00,2018-05-12 21:12:00,2018-05-12 22:31:00,2018-05-12 23:33:00
"10879",2018-05-12,182596,"No response needed","Oak Park","IL",60302,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10880",2018-05-13,182597,"No response needed","Elburn","IL",60119,"Kane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10881",2018-05-13,182598,"No response needed","Chicago","IL",60647,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10882",2018-05-13,182600,"Fire","Chicago","IL",60649,"Cook",0,1,0,1,0,0,0,4,2,3,475,2018-05-13 23:16:00,2018-05-13 23:27:00,2018-05-14 00:04:00,NA,NA
"10883",2018-05-13,182601,"No response needed","Chicago","IL",60616,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10884",2018-05-13,182602,"No response needed","Chicago","IL",60644,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10885",2018-05-13,182603,"No response needed","Grayslake","IL",60030,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10886",2018-05-13,182604,"No response needed","Worth","IL",60482,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10887",2018-05-14,182606,"No response needed","Markham","IL",60428,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10888",2018-05-14,182607,"No response needed","Lake in the Hills","IL",60156,"McHenry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10889",2018-05-14,182608,"Fire","Genoa","IL",60135,"DeKalb",0,0,0,1,0,0,0,1,3,1,670,2018-05-14 12:19:00,2018-05-14 14:45:00,2018-05-14 15:18:00,2018-05-14 15:45:00,2018-05-14 17:16:00
"10890",2018-05-14,182609,"No response needed","Leaf River","IL",61047,"Ogle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10891",2018-05-14,182610,"Fire","Chicago","IL",60611,"Cook",0,0,1,2,0,0,0,3,0,3,NA,2018-05-14 19:14:00,2018-05-14 19:20:00,2018-05-14 21:00:00,2018-05-14 22:28:00,2018-05-14 22:59:00
"10892",2018-05-14,182611,"Fire","Chicago","IL",60645,"Cook",0,1,0,0,0,0,0,2,2,1,1018,2018-05-14 19:16:00,2018-05-14 19:20:00,2018-05-14 19:30:00,2018-05-14 20:05:00,2018-05-14 21:49:00
"10893",2018-05-14,182613,"Fire","Waukegan","IL",60087,"Lake",0,0,0,8,0,0,0,7,0,7,3585,2018-05-15 04:27:00,2018-05-15 04:27:00,2018-05-15 05:00:00,2018-05-15 06:23:00,2018-05-15 08:34:00
"10894",2018-05-15,182614,"No response needed","Frankfort","IL",60423,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10895",2018-05-15,182615,"Fire","South Holland","IL",60473,"Cook",0,0,0,1,0,0,0,1,4,1,NA,2018-05-15 13:41:00,2018-05-15 13:43:00,2018-05-15 14:00:00,2018-05-15 16:14:00,2018-05-15 17:00:00
"10896",2018-05-15,182616,"Fire","Geneva","IL",60134,"Kane",0,1,0,0,0,0,0,1,2,1,375,2018-05-15 14:16:00,2018-05-15 15:38:00,2018-05-15 16:25:00,2018-05-15 18:49:00,2018-05-15 19:43:00
"10897",2018-05-15,182617,"No response needed","Chicago","IL",60620,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10898",2018-05-15,182618,"No response needed","North Aurora","IL",NA,"Kane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10899",2018-05-15,182619,"No response needed","Waukegan","IL",60085,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10900",2018-05-16,182620,"Police","Dixon","IL",61021,"Lee",0,0,0,0,0,0,0,0,0,0,NA,2018-05-16 16:18:00,2018-05-16 18:00:00,2018-05-16 19:41:00,2018-05-16 21:22:00,2018-05-17 00:44:00
"10901",2018-05-16,182621,"Fire","Aurora","IL",60506,"Kane",0,0,1,0,0,0,0,7,5,2,2060,NA,2018-05-16 20:16:00,2018-05-16 21:35:00,2018-05-16 21:57:00,2018-05-17 01:03:00
"10902",2018-05-16,182622,"Fire","Plainfield","IL",60586,"Will",0,0,0,1,0,0,0,3,0,1,150,2018-05-16 21:12:00,2018-05-16 21:49:00,2018-05-16 22:44:00,NA,2018-05-17 00:01:00
"10903",2018-05-16,182623,"Fire","Berwyn","IL",60402,"Cook",0,0,1,0,0,0,0,2,2,1,780,2018-05-16 21:36:00,2018-05-16 23:14:00,2018-05-16 23:22:00,NA,2018-05-17 00:31:00
"10904",2018-05-16,182624,"No response needed","Leaf River","IL",61047,"Ogle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10905",2018-05-16,182625,"Fire","Crete","IL",60417,"Will",0,1,0,0,0,0,0,2,2,1,780,2018-05-17 00:57:00,2018-05-17 00:58:00,2018-05-17 01:24:00,2018-05-17 02:05:00,2018-05-17 03:02:00
"10906",2018-05-17,182627,"Fire","Park Forest","IL",60466,"Cook",0,1,0,0,0,0,0,3,0,1,655,2018-05-17 11:55:00,2018-05-17 12:02:00,2018-05-17 12:53:00,2018-05-17 14:00:00,2018-05-17 17:08:00
"10907",2018-05-17,182630,"No response needed","Romeoville","IL",60446,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10908",2018-05-17,182631,"No response needed","Zion","IL",60099,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10909",2018-05-17,182632,"Fire","Chicago","IL",60639,"Cook",0,0,0,0,0,0,0,0,0,0,NA,2018-05-17 20:34:00,2018-05-17 20:34:00,2018-05-17 21:41:00,NA,NA
"10910",2018-05-17,182633,"Fire","Chicago","IL",60631,"Cook",1,0,0,0,0,0,0,2,4,1,1310,2018-05-17 20:35:00,2018-05-17 20:35:00,2018-05-17 21:07:00,2018-05-17 21:41:00,2018-05-17 22:54:00
"10911",2018-05-17,182634,"Fire","Chicago","IL",60656,"Cook",0,1,0,0,0,0,0,4,4,1,1560,2018-05-18 01:39:00,2018-05-18 01:41:00,2018-05-18 01:47:00,2018-05-18 02:52:00,2018-05-18 03:41:00
"10912",2018-05-18,182635,"No response needed","Chicago","IL",60636,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10913",2018-05-18,182636,"No response needed","Chicago","IL",60644,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10914",2018-05-18,182637,"Fire","Chicago","IL",60636,"Cook",0,0,1,0,0,0,0,1,0,1,545,2018-05-18 12:31:00,2018-05-18 12:40:00,2018-05-18 12:57:00,NA,2018-05-18 15:35:00
"10915",2018-05-18,182638,"Fire","Chicago","IL",60608,"Cook",0,0,0,1,0,0,0,0,0,0,NA,2018-05-18 15:55:00,2018-05-18 15:56:00,2018-05-18 16:10:00,2018-05-18 16:15:00,2018-05-18 16:38:00
"10916",2018-05-18,182639,"No response needed","Wilmington","IL",60481,"Grundy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10917",2018-05-18,182640,"No response needed","Oak Lawn","IL",60453,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10918",2018-05-18,182641,"No response needed","Momence","IL",60954,"Kankakee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10919",2018-05-18,182642,"Fire","Des Plaines","IL",60018,"Cook",0,1,0,0,0,0,0,5,2,1,1815,2018-05-18 17:35:00,2018-05-18 17:36:00,2018-05-18 18:02:00,2018-05-18 19:16:00,2018-05-18 20:02:00
"10920",2018-05-18,182644,"No response needed","Glen Ellyn","IL",60137,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10921",2018-05-19,182645,"Fire","Chicago","IL",60609,"Cook",0,1,0,0,0,0,0,2,1,1,655,2018-05-19 11:55:00,2018-05-19 11:56:00,2018-05-19 12:16:00,NA,2018-05-19 13:32:00
"10922",2018-05-19,182646,"Fire","Gardner","IL",60424,"Grundy",0,1,0,0,0,0,0,2,3,1,1185,2018-05-19 13:17:00,2018-05-19 14:46:00,2018-05-19 15:21:00,2018-05-19 16:08:00,2018-05-19 17:27:00
"10923",2018-05-19,182647,"No response needed","Romeoville","IL",60446,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10924",2018-05-19,182648,"No response needed","Rockford","IL",61103,"Winnebago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10925",2018-05-20,182649,"No response needed","Chicago","IL",60651,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10926",2018-05-20,182650,"Fire","Chicago","IL",60628,"Cook",0,1,0,0,0,0,0,4,0,4,1620,2018-05-20 06:35:00,2018-05-20 06:35:00,2018-05-20 06:43:00,NA,2018-05-20 09:28:00
"10927",2018-05-20,182651,"No response needed","Wood Dale","IL",60191,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10928",2018-05-20,182652,"Fire","Chicago","IL",60613,"Cook",0,1,0,1,0,0,0,1,0,6,NA,2018-05-20 15:38:00,2018-05-20 15:39:00,2018-05-20 15:53:00,2018-05-20 16:47:00,2018-05-20 17:24:00
"10929",2018-05-20,182653,"Fire","Wood Dale","IL",60191,"DuPage",0,1,0,0,0,0,0,0,0,0,NA,2018-05-20 19:49:00,2018-05-20 19:50:00,2018-05-20 19:59:00,2018-05-20 20:53:00,2018-05-20 20:51:00
"10930",2018-05-20,182654,"Fire","Naperville","IL",60540,"DuPage",0,0,0,0,0,0,0,2,0,1,NA,2018-05-20 23:04:00,2018-05-20 23:09:00,2018-05-21 00:00:00,2018-05-21 00:40:00,2018-05-21 01:01:00
"10931",2018-05-20,182656,"No response needed","Naperville","IL",60563,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10932",2018-05-20,182657,"No response needed","Yorkville","IL",60560,"Kendall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10933",2018-05-21,182658,"Fire","Chicago","IL",60637,"Cook",0,1,0,0,0,0,0,0,0,0,NA,2018-05-21 13:35:00,2018-05-21 13:38:00,2018-05-21 13:43:00,2018-05-21 16:14:00,2018-05-21 16:17:00
"10934",2018-05-21,182660,"Fire","West Chicago","IL",60185,"DuPage",0,1,0,0,3,3,0,4,0,1,780,2018-05-21 20:53:00,2018-05-24 14:43:00,2018-05-24 14:16:00,2018-05-24 17:00:00,2018-05-24 18:34:00
"10935",2018-05-21,182661,"No response needed","DePue","IL",61322,"Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10936",2018-05-22,182662,"No response needed","Rockford","IL",61104,"Winnebago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10937",2018-05-22,182663,"No response needed","Frankfort","IL",60423,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10938",2018-05-22,182664,"No response needed","Hoffman Estates","IL",60192,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10939",2018-05-22,182665,"Fire","Chicago","IL",60707,"Cook",0,1,0,0,0,0,0,0,0,0,NA,2018-05-22 20:08:00,2018-05-22 20:08:00,2018-05-22 20:31:00,2018-05-22 21:27:00,2018-05-22 21:38:00
"10940",2018-05-22,182666,"No response needed","Palos Heights","IL",60463,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10941",2018-05-22,182668,"No response needed","Forest Park","IL",60130,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10942",2018-05-22,182669,"No response needed","Round Lake Beach","IL",60073,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10943",2018-05-22,182670,"Fire","Shorewood","IL",60404,"Will",0,0,1,0,0,0,0,2,0,1,530,2018-05-23 04:20:00,2018-05-23 04:52:00,2018-05-23 04:52:00,NA,2018-05-23 06:54:00
"10944",2018-05-23,182672,"No response needed","Rockford","IL",61102,"Winnebago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10945",2018-05-23,182673,"Fire","Chicago","IL",60615,"Cook",0,1,0,0,0,0,0,2,3,1,1185,2018-05-23 18:44:00,2018-05-23 18:45:00,2018-05-23 19:05:00,2018-05-23 19:35:00,2018-05-23 20:30:00
"10946",2018-05-23,182674,"No response needed","Kankakee","IL",60901,"Kankakee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10947",2018-05-23,182675,"Fire","Chicago","IL",60659,"Cook",0,4,0,0,1,2,0,5,0,4,926,2018-05-23 22:11:00,2018-05-23 22:11:00,2018-05-23 22:47:00,NA,2018-05-24 00:47:00
"10948",2018-05-23,182676,"No response needed","Morris","IL",60450,"Grundy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10949",2018-05-24,182677,"No response needed","Chicago","IL",60624,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10950",2018-05-24,182678,"No response needed","Markham","IL",60428,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10951",2018-05-24,182679,"No response needed","South Holland","IL",60473,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10952",2018-05-24,182680,"Fire","Rockford","IL",61108,"Winnebago",0,0,1,0,0,0,0,3,1,1,670,2018-05-24 16:25:00,2018-05-24 16:25:00,2018-05-24 17:20:00,2018-05-24 17:44:00,2018-05-24 18:52:00
"10953",2018-05-24,182681,"No response needed","Wadsworth","IL",60083,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10954",2018-05-24,182682,"Fire","Island Lake","IL",60042,"McHenry",0,1,0,0,0,0,0,1,1,1,405,2018-05-24 20:15:00,2018-05-24 20:16:00,2018-05-24 20:43:00,NA,NA
"10955",2018-05-24,182683,"Fire","Chicago","IL",60617,"Cook",0,1,0,1,0,0,0,2,0,2,595,2018-05-24 21:03:00,2018-05-24 21:07:00,2018-05-24 21:19:00,NA,2018-05-24 23:00:00
"10956",2018-05-24,182684,"Fire","Chicago","IL",60632,"Cook",0,0,1,0,0,0,0,0,0,0,NA,2018-05-25 03:44:00,2018-05-25 03:45:00,2018-05-25 04:16:00,2018-05-25 05:10:00,2018-05-25 05:20:00
"10957",2018-05-24,182685,"Fire","Rochelle","IL",61068,"Ogle",0,1,0,0,0,0,0,4,0,1,755,2018-05-25 04:13:00,2018-05-25 04:15:00,2018-05-25 04:23:00,2018-05-25 05:39:00,2018-05-25 07:00:00
"10958",2018-05-25,182686,"Fire","Chicago","IL",60636,"Cook",1,2,0,0,0,0,0,2,0,2,1090,2018-05-25 05:10:00,2018-05-25 05:15:00,2018-05-25 05:24:00,NA,2018-05-25 06:54:00
"10959",2018-05-25,182687,"Fire","Streator","IL",61364,"LaSalle",0,1,0,0,0,0,0,2,3,1,1135,2018-05-25 08:48:00,2018-05-25 08:49:00,2018-05-25 09:36:00,2018-05-25 11:04:00,2018-05-25 12:24:00
"10960",2018-05-25,182689,"No response needed","Chicago Heights","IL",60411,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10961",2018-05-25,182690,"No response needed","Hazel Crest","IL",60429,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10962",2018-05-26,182691,"Fire","Harvey","IL",60426,"Cook",0,1,0,0,0,0,0,4,2,1,1310,2018-05-26 06:31:00,2018-05-26 06:30:00,2018-05-26 06:34:00,2018-05-26 07:40:00,2018-05-26 08:15:00
"10963",2018-05-26,182692,"No response needed","Markham","IL",60428,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10964",2018-05-26,182693,"No response needed","Mendota","IL",61342,"LaSalle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10965",2018-05-26,182694,"No response needed","Rockford","IL",61102,"Winnebago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10966",2018-05-26,182695,"Fire","Yorkville","IL",60560,"Kendall",0,1,0,0,0,0,0,1,0,1,295,2018-05-26 16:01:00,2018-05-26 16:47:00,2018-05-26 17:09:00,2018-05-26 20:45:00,2018-05-26 21:20:00
"10967",2018-05-26,182696,"Fire","Maywood","IL",60153,"Cook",0,2,0,0,0,0,0,7,6,2,2745,2018-05-26 21:37:00,2018-05-26 21:55:00,2018-05-26 21:59:00,2018-05-26 22:55:00,2018-05-27 00:10:00
"10968",2018-05-26,182697,"Fire","Blue Island","IL",60406,"Cook",0,0,1,0,0,0,0,2,0,1,530,2018-05-27 01:55:00,2018-05-27 02:03:00,2018-05-27 02:10:00,NA,2018-05-27 04:20:00
"10969",2018-05-26,182698,"No response needed","Mokena","IL",60448,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10970",2018-05-26,182699,"Fire","Morrison","IL",61270,"Whiteside",0,0,1,0,0,0,0,2,4,1,1090,2018-05-27 03:09:00,2018-05-27 03:15:00,2018-05-27 03:15:00,2018-05-27 04:00:00,2018-05-27 04:25:00
"10971",2018-05-26,182700,"No response needed","Willowbrook","IL",60527,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10972",2018-05-26,182701,"No response needed","Wilmette","IL",60091,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10973",2018-05-27,182702,"No response needed","St. Charles","IL",60175,"Kane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10974",2018-05-27,182703,"Fire","Lockport","IL",60441,"Will",0,1,0,0,0,0,0,3,2,1,1185,2018-05-27 10:14:00,2018-05-27 10:22:00,2018-05-27 10:30:00,2018-05-27 11:10:00,2018-05-27 11:53:00
"10975",2018-05-27,182704,"Fire","Summit","IL",60501,"Cook",1,0,0,0,0,1,0,1,0,0,NA,2018-05-27 12:08:00,2018-05-27 12:12:00,2018-05-27 12:19:00,NA,2018-05-27 13:32:00
"10976",2018-05-27,182706,"No response needed","Elmhurst","IL",60126,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10977",2018-05-27,182707,"No response needed","Chicago Heights","IL",60411,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10978",2018-05-27,182708,"No response needed","Tinley Park","IL",60477,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10979",2018-05-27,182709,"Fire","Lake Zurich","IL",60047,"Lake",0,1,0,0,0,0,0,2,0,1,530,2018-05-28 00:04:00,2018-05-28 00:35:00,2018-05-28 00:41:00,2018-05-28 01:28:00,2018-05-28 02:30:00
"10980",2018-05-27,182710,"No response needed","Monee","IL",60449,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10981",2018-05-27,182711,"No response needed","La Grange","IL",60525,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10982",2018-05-27,182712,"No response needed","Matteson","IL",60443,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10983",2018-05-28,182713,"Fire","Waukegan","IL",60085,"Lake",0,2,0,0,0,0,0,6,3,2,1965,2018-05-28 08:28:00,2018-05-28 08:28:00,2018-05-28 09:11:00,2018-05-28 10:09:00,2018-05-28 11:18:00
"10984",2018-05-28,182714,"Fire","Maywood","IL",60153,"Cook",0,1,0,0,0,0,0,2,7,1,1965,2018-05-28 08:44:00,2018-05-28 08:45:00,2018-05-28 08:54:00,2018-05-28 09:45:00,2018-05-28 10:32:00
"10985",2018-05-28,182715,"Fire","Chicago","IL",60644,"Cook",0,0,0,0,0,0,0,0,0,0,NA,2018-05-28 10:47:00,2018-05-28 10:50:00,2018-05-28 10:52:00,2018-05-28 11:17:00,2018-05-28 11:33:00
"10986",2018-05-28,182717,"Fire","Freeport","IL",61032,"Stephenson",1,1,1,0,0,0,0,4,1,3,670,2018-05-28 14:55:00,2018-05-28 15:05:00,2018-05-28 15:08:00,2018-05-28 15:50:00,2018-05-28 16:40:00
"10987",2018-05-28,182718,"Fire","Chicago","IL",60651,"Cook",0,1,0,0,0,0,0,7,5,1,2340,2018-05-28 15:46:00,2018-05-28 16:04:00,2018-05-28 16:02:00,NA,2018-05-28 18:16:00
"10988",2018-05-28,182719,"No response needed","Chicago Heights","IL",60411,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10989",2018-05-28,182720,"Fire","Country Club Hills","IL",60478,"Cook",0,1,0,0,0,0,0,6,0,1,1320,2018-05-28 18:18:00,2018-05-28 18:29:00,2018-05-28 18:29:00,NA,2018-05-28 20:31:00
"10990",2018-05-28,182721,"No response needed","Gurnee","IL",60031,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10991",2018-05-28,182722,"Fire","Chicago","IL",60644,"Cook",0,4,0,0,0,0,0,6,5,4,2215,2018-05-28 19:37:00,2018-05-28 19:41:00,2018-05-28 19:51:00,NA,2018-05-28 22:35:00
"10992",2018-05-28,182724,"Fire","Chicago","IL",60616,"Cook",0,0,1,0,0,0,0,1,0,1,NA,2018-05-28 23:49:00,2018-05-28 23:50:00,2018-05-28 23:56:00,NA,2018-05-29 00:40:00
"10993",2018-05-29,182725,"Police","Chicago","IL",60612,"Cook",0,0,0,0,0,0,1,0,0,0,NA,2018-05-29 04:11:00,2018-05-29 04:12:00,2018-05-29 04:13:00,2018-05-29 04:14:00,2018-05-29 06:27:00
"10994",2018-05-29,182727,"No response needed","Chicago","IL",60656,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10995",2018-05-29,182728,"No response needed","Darien","IL",60561,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10996",2018-05-29,182729,"No response needed","","IL",NA,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10997",2018-05-29,182730,"No response needed","Chicago","IL",60644,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10998",2018-05-29,182731,"No response needed","Chicago","IL",60620,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10999",2018-05-29,182732,"Fire","Vernon Hills","IL",60061,"Lake",0,2,4,0,0,0,0,11,1,6,3320,2018-05-30 01:37:00,2018-05-30 01:37:00,2018-05-30 02:02:00,NA,2018-05-30 04:27:00
"11000",2018-05-29,182733,"Fire","Aurora","IL",60505,"Kane",0,1,0,0,0,0,0,3,0,1,375,2018-05-30 02:35:00,2018-06-01 23:03:00,2018-06-01 23:43:00,NA,2018-06-02 01:34:00
"11001",2018-05-29,182734,"No response needed","Brookfield","IL",60513,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11002",2018-05-30,182735,"Fire","Chicago","IL",60612,"Cook",0,0,0,3,0,0,0,5,2,3,705,2018-05-30 15:03:00,2018-05-30 15:05:00,2018-05-30 15:25:00,2018-05-30 16:08:00,2018-05-30 16:13:00
"11003",2018-05-30,182736,"No response needed","Addison","IL",60101,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
